ccvm,name,cnpj,type,situation
9075,NITROCARBONO SA,13.558.218/0001-08,CIAS ABERTAS,Cancelado em 31/03/2003
502936,NITROCLOR PROD QUIM SA,13.185.459/0001-59,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 21/06/2001
501719,NITRONOR SA INDS QUIM,15.726.334/0001-14,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
22659,NOAH PARTICIPAÇÕES SA,14.200.699/0001-48,CIAS ABERTAS,Concedido em 12/12/2011
501280,NORACO SA IND COM LAMINADOS,10.849.479/0001-99,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519499,NORACO SA IND COM LAMINADOS,10.849.479/0001-99,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/01/2013
9105,NORCHEM PARTICIPAÇÕES E CONSULTORIA SA,43.834.894/0001-28,CIAS ABERTAS,Cancelado em 23/01/2003
21504,NORCON SOCIEDADE NORDESTINA DE CONSTRUCÕES S/A,13.015.151/0001-65,CIAS ABERTAS,Cancelado em 13/05/2010
11886,NORDEQ EQUIPS INDLS DO NE SA,13.606.611/0001-20,CIAS ABERTAS,Cancelado em 23/09/1988
501697,NORDICA SA INDS DO MOBILIARIO,11.795.531/0001-34,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
9083,NORDON INDS METALURGICAS SA,60.884.319/0001-59,CIAS ABERTAS,Concedido em 23/08/1956
508870,NORMASA PEC NOVO MARANHAO SA,08.196.388/0001-50,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/06/1995
9113,NOROESTE SEGURADORA SA,60.394.301/0001-79,CIAS ABERTAS,Cancelado em 10/06/1994
508497,NORPLAST PLAST DO NORTE SA,22.956.049/0001-55,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 23/08/2005
21369,NORSE ENERGY DO BRASIL SA,07.467.619/0001-50,CIAS ABERTAS,Cancelado em 03/03/2009
512729,NORTE HOTELARIA S/A,05.441.787/0001-40,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/06/2017
514837,NORTE PALACE HOTEL SA,36.312.916/0001-24,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 16/12/2005
502596,NORTE SALINEIRA S/A INDÚSTRIA E COMERCIO,08.249.021/0001-57,CIAS INCENTIVADAS REGISTRADAS,Concedido em 24/10/1989
22985,NORTEC QUIMICA S.A.,29.950.060/0001-57,CIAS ABERTAS,Concedido em 23/11/2012
517461,NORTEX IND E COM SA,24.523.508/0001-32,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 29/01/2008
24384,NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.,19.853.511/0001-84,CIAS ABERTAS,Concedido em 19/04/2018
19224,NOVA AÇÃO PARTICIPAÇÕES S.A.,04.634.250/0001-34,CIAS ABERTAS,Concedido em 31/01/2002
10251,NOVA ALIANCA SA,15.101.520/0001-68,CIAS ABERTAS,Cancelado em 29/11/2005
515370,NOVA ALIANCA SA AGROPECUARIA,03.208.626/0001-86,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
3751,NOVA AMERICA SA,33.007.592/0001-22,CIAS ABERTAS,Cancelado em 15/07/2011
517160,NOVA ESPERANCA AGROINDL NEASA,34.968.933/0001-99,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
514373,NOVA ESPERANCA AGROPEC SA,24.462.764/0001-67,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
506788,NOVA ESPERANCA ALIM DO NE SA,08.317.760/0001-39,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 22/09/2004
502103,NOVA FRONTEIRA AGRI SA,31.756.232/0001-06,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/11/2008
508705,NOVA FRONTEIRA AGRI SA,10.670.982/0001-82,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520314,NOVA FRONTEIRA AGRI SA,10.670.982/0001-82,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/02/2016
503479,NOVA FRONTEIRA AGROPASTORIL SA,00.294.868/0001-41,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520381,NOVA FRONTEIRA AGROPASTORIL SA,00.294.868/0001-41,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/06/2016
21105,NOVA SECURITIZAÇÃO S/A,08.903.116/0001-42,CIAS ABERTAS,Concedido em 11/09/2007
15385,NOVA SHOPPING CENTER SA,65.441.354/0001-17,CIAS ABERTAS,Cancelado em 05/02/1997
518417,NOVA SUICA SA EMP TURIST E HOTELEIROS,45.196.375/0001-07,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 04/11/2005
12700,NOVADATA SISTS COMPUTADORES SA,51.754.240/0001-12,CIAS ABERTAS,Cancelado em 29/09/1993
501816,NOVALI-NOVA DESCOBERTA ALIM SA,10.055.820/0001-34,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 13/10/2008
19178,NOVAMARLIM PARTICIPAÇÕES S/A,04.665.504/0001-81,CIAS ABERTAS,Cancelado em 21/07/2010
19194,NOVAMARLIM PETROLEO SA,04.668.779/0001-79,CIAS ABERTAS,Cancelado em 11/08/2010
502995,NOVATERRA ALIM SA,10.267.300/0001-95,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/11/2008
513679,NOVO AMAZONAS SA GRAF E EDIT,63.729.305/0001-59,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
9148,NOVO HAMBURGO CIA SEGS GERAIS,91.677.682/0001-27,CIAS ABERTAS,Cancelado em 18/08/1999
500607,NOVOS HOT DE BRASILIA SA,50.277.557/0001-42,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
9156,NOVOSINOS SA DTVM,91.669.739/0001-46,CIAS ABERTAS,Cancelado em 22/01/2002
9164,NOVOTEL HOTELARIA TURISMO SA,47.177.654/0001-59,CIAS ABERTAS,Cancelado em 27/02/1985
21695,NPF SECURITIZADORA S.A.,10.337.440/0001-92,CIAS ABERTAS,Cancelado em 11/11/2015
14273,NQ PARTICIPAÇÕES S.A.,73.615.395/0001-00,CIAS ABERTAS,Cancelado em 08/08/2002
16446,NUMERAL 80 PARTICIPAÇÕES S.A.,02.084.220/0001-76,CIAS ABERTAS,Concedido em 16/09/1997
9172,NUTRICIA SA PRODS DIETS NUTLS,33.031.782/0001-85,CIAS ABERTAS,Cancelado em 09/05/1991
518689,NUTRICOOPER NUTRIMENTOS COOPERATIVADOS S,27.988.906/0001-12,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 07/03/2008
515639,NUTRIGAS S/A,39.793.260/0001-05,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/06/2017
518743,NUTRIGEL SA,76.631.530/0001-08,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 02/06/2008
21334,NUTRIPLANT INDUSTRIA E COMÉRCIO S/A,51.128.999/0001-90,CIAS ABERTAS,Concedido em 11/02/2008
9180,NYLONSUL TEXTIL A M SCHMALZ SA,84.683.770/0001-76,CIAS ABERTAS,Cancelado em 22/03/2005
16365,OAHAKA PARTICIPACOES SA,01.856.751/0001-77,CIAS ABERTAS,Cancelado em 30/09/2002
507474,OC BITAR AGROINDL SA,05.115.944/0001-28,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
23620,OCEANA OFFSHORE S.A.,14.882.295/0001-81,CIAS ABERTAS,Concedido em 11/06/2015
22390,OCTANTE SECURITIZADORA SA,12.139.922/0001-63,CIAS ABERTAS,Concedido em 14/02/2011
9199,ODEBRECHT SA,15.105.588/0001-15,CIAS ABERTAS,Cancelado em 17/10/2000
20125,ODONTOPREV S/A,58.119.199/0001-51,CIAS ABERTAS,Concedido em 13/06/2006
16594,OESTE PARTICIPAÇÕES SA,02.062.753/0001-57,CIAS ABERTAS,Cancelado em 30/11/2009
515787,OFRER INFORMATICA S. A.,31.291.396/0001-05,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
510653,OFTALMA IND OTICA DE MANAUS,04.536.413/0001-46,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
11312,OI S.A. - EM RECUPERAÇÃO JUDICIAL,76.535.764/0001-43,CIAS ABERTAS,Concedido em 27/03/1980
503711,OLEOS DE PALMA SA AGROINDL,15.151.269/0001-46,CIAS INCENTIVADAS REGISTRADAS,Concedido em 13/02/1990
510556,OLEOS FINOS DE BALSAS S/A,24.152.209/0001-39,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 26/03/2013
508837,OLHO D'AGUA AGROPEC SA,08.780.843/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520039,OLHO D'AGUA AGROPEC SA,08.780.843/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 02/02/2015
12831,OLICAL INDUSTRIAL SA,07.249.238/0001-02,CIAS ABERTAS,Cancelado em 22/03/2005
504181,OLVEBASA OLEOS VEGS BA SA,14.918.916/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
9245,OLVEBRA SA,91.156.901/0001-22,CIAS ABERTAS,Cancelado em 04/01/2010
510114,OLVEPAR DA AMAZONIA SA IND COM,01.981.349/0001-14,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
22110,OMEGA GERAÇÃO S.A.,09.149.503/0001-06,CIAS ABERTAS,Cancelado em 20/09/2013
23426,OMEGA GERAÇÃO S.A.,09.149.503/0001-06,CIAS ABERTAS,Concedido em 07/07/2014
20419,ONE PROPERTIES S.A.,07.875.234/0001-21,CIAS ABERTAS,Cancelado em 29/03/2012
517666,OPHBRAS-CIA BRAS PRODS OFTALMI,41.219.148/0001-07,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
15393,OPP PETROQUIMICA SA,89.546.063/0001-51,CIAS ABERTAS,Cancelado em 08/01/1998
16942,OPPORTUNITY ENERGIA E PARTICIPAÇÕES S.A.,02.318.346/0001-68,CIAS ABERTAS,Concedido em 06/03/1998
16357,OPPORTUNITY LESTE SA,01.957.774/0001-78,CIAS ABERTAS,Cancelado em 30/05/2006
20583,OPPORTUNITY SECURITIZADORA DE CREDITOS IMOBILIARIOS SA,03.653.874/0001-36,CIAS ABERTAS,Cancelado em 04/05/2009
16470,ORBIS TRUST SECURITIZADORA DE CREDITOS S/A,01.948.039/0001-06,CIAS ABERTAS,Cancelado em 28/07/2008
504343,ORG ZAMBRANA TUR HOT COUD S/A,07.548.639/0001-55,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
9261,ORION SA,61.082.863/0001-40,CIAS ABERTAS,Cancelado em 05/09/2000
504122,ORNATO - INDL PISOS E AZULEJOS,28.167.955/0001-57,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/04/2011
9270,ORNIEX SA,61.084.885/0001-49,CIAS ABERTAS,Cancelado em 14/07/1995
517917,ORPASA OURO PRETO AGROPASTORIL SA,00.267.658/0001-64,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 25/08/2008
501239,OSCAR NE SA IND E COM,19.506.393/0001-38,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/09/1991
21342,OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,09.112.685/0001-32,CIAS ABERTAS,Concedido em 26/02/2008
22250,OURINVEST SECURITIZADORA S.A.,12.320.349/0001-90,CIAS ABERTAS,Concedido em 10/11/2010
514667,OURO AGROPECUARIA SA,07.744.238/0001-70,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520365,OURO AGROPECUARIA SA,07.744.238/0001-70,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 05/04/2016
510882,OURO BRANCO AGROINDL SA,24.805.293/0001-42,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
507156,OURO BRANCO PRAIA HOT SA,08.599.623/0001-34,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
511617,OURO BRANCO S LUIZ HOTEL SA,09.271.610/0001-02,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
23507,OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.,20.258.278/0001-70,CIAS ABERTAS,Concedido em 17/10/2014
23280,OURO VERDE LOCAÇÃO E SERVIÇO S.A.,75.609.123/0001-23,CIAS ABERTAS,Concedido em 14/11/2013
501387,OVER-DRESS IND.E COM. S/A,07.174.402/0001-51,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
515051,OVISA OVINOS DO PI AGROINDL SA,23.515.588/0001-11,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
506834,OXIDOS DO NE SA,11.346.301/0001-98,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/08/2008
9296,OXITENO NORDESTE SA INDÚSTRIA E COMÉRCIO,14.109.664/0001-06,CIAS ABERTAS,Cancelado em 22/05/2002
13072,OXITENO S.A. - INDÚSTRIA E COMÉRCIO,62.545.686/0001-53,CIAS ABERTAS,Cancelado em 26/12/2002
507725,OYAMOTA DO BRASIL S/A,22.931.471/0001-56,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/04/2018
516384,PACATUBA HORTIGRANJEIRA S/A,06.625.313/0001-11,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/06/2017
24163,PACIFIC RDSL PARTICIPAÇÕES S.A.,21.728.500/0001-14,CIAS ABERTAS,Concedido em 07/07/2017
80144,PACIFIC RUBIALES ENERGY CORP,-,CIAS ESTRANGEIRAS,Cancelado em 17/03/2015
13749,PAES MENDONCA SA,15.132.731/0001-68,CIAS ABERTAS,Cancelado em 24/04/1998
509280,PAGRISA - PARÁ PASTORIL E AGRÍCOLA S/A,05.459.177/0001-74,CIAS INCENTIVADAS REGISTRADAS,Concedido em 18/04/1990
505013,PAIAGUAS HOTEIS SA,01.982.156/0001-88,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 23/04/1997
504025,PAIBASA PROJS AGRI IRRIG BA SA,12.908.232/0001-21,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
501972,PAINEIS INDUSTRIAIS DO NE SA,07.760.663/0001-53,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
501964,PAJUCARA AGROPEC SA,11.500.485/0001-07,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
501468,PAJUÇARA CONFECÇÕES S/A,06.642.342/0001-91,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
506869,PALESTINA AGROPEC SA,06.964.068/0001-77,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
511757,PALMA DO PARA IND E COM SA,07.914.773/0001-22,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
503177,PALMARES AGROINDL SA,06.727.283/0001-54,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
9318,PALMASA AZULEJOS VARZEA PALMA,23.537.475/0001-17,CIAS ABERTAS,Cancelado em 29/10/1993
506559,PALMINVEST S/A,04.705.406/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
18554,PAN ARRENDAMENTO MERCANTIL S.A.,02.682.287/0001-02,CIAS ABERTAS,Concedido em 25/01/2000
9326,PANAMBRA SUL RG SA REV VEICS,92.749.647/0001-39,CIAS ABERTAS,Cancelado em 21/12/1989
94,PANATLANTICA SA,92.693.019/0001-89,CIAS ABERTAS,Concedido em 29/12/1971
9334,PANEX SA INDUSTRIA E COMERCIO,61.077.830/0001-01,CIAS ABERTAS,Cancelado em 06/03/1991
15490,PANEX SA INDUSTRIA E COMERCIO,61.077.830/0001-01,CIAS ABERTAS,Cancelado em 08/06/1999
502430,PANORAMA HOT E TUR SA,06.639.074/0001-59,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
17523,PANTANAL PLAZA SHOPPING SA,02.305.131/0001-02,CIAS ABERTAS,Cancelado em 04/01/2010
9350,PAO AMERICANO IND E COM SA,61.596.284/0001-15,CIAS ABERTAS,Cancelado em 31/07/1989
514721,PAPETINS IND COM ART P P TO SA,37.240.355/0001-68,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
513750,PARÁ INDUSTRIAS REUNIDAS DA FONTE S/A,22.949.911/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
516171,PARABUFALOS SA,04.705.836/0001-42,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
513504,PARAGEM HOTEIS RODOV E TUR SA,03.175.429/0001-08,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519375,PARAGEM HOTEIS RODOV E TUR SA,03.175.429/0001-08,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 15/10/2012
9377,PARAMOUNT LANSUL SA,61.140.737/0001-02,CIAS ABERTAS,Cancelado em 31/12/2004
19798,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,61.565.222/0001-46,CIAS ABERTAS,Cancelado em 10/09/2014
20729,PARANA BANCO S.A.,14.388.334/0001-99,CIAS ABERTAS,Concedido em 11/06/2007
9385,PARANA EQUIPAMENTOS SA,76.527.951/0001-85,CIAS ABERTAS,Cancelado em 16/10/2000
15547,PARANA SHOPPING ADM DE BENS SA,01.086.706/0001-80,CIAS ABERTAS,Cancelado em 03/09/2001
9393,PARANAPANEMA SA,60.398.369/0004-79,CIAS ABERTAS,Concedido em 20/07/1977
503045,PARANHOS SA AGRI E PEC,08.748.766/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
513490,PARAPLAST IND COM PLASTICOS SA,05.134.572/0001-87,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/09/1999
14680,PARCOM PARTICIPACOES SA,00.185.475/0001-08,CIAS ABERTAS,Concedido em 22/12/1994
14486,PARINCORP SA,67.645.952/0001-33,CIAS ABERTAS,Cancelado em 23/09/1998
12580,PARMALAT BRASIL S.A  IND DE  ALIMENTOS.,89.940.878/0001-10,CIAS ABERTAS,Cancelado em 11/02/2010
509019,PARNAIBA AGROPASTORIL SA,06.775.183/0001-01,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
14729,PARNASSA SA,00.159.138/0001-38,CIAS ABERTAS,Cancelado em 03/01/2000
18058,PARQUES TEMÁTICO HOPI HARI S.A,02.783.424/0001-03,CIAS ABERTAS,Cancelado em 27/09/2002
18201,PARTICIP. E EMPREEND. REPUBLICA SA,02.022.558/0001-01,CIAS ABERTAS,Cancelado em 09/04/2007
14958,PARTICIPAÇÕES ABC SA,00.635.156/0001-49,CIAS ABERTAS,Cancelado em 04/01/2010
1597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,14.308.514/0001-13,CIAS ABERTAS,Concedido em 12/12/1983
503240,PASA PROD ALIM DA AMAZONIA SA,14.950.885/0001-02,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
22209,PASCRO PARTICIPAÇÕES S/A,11.995.753/0001-09,CIAS ABERTAS,Cancelado em 16/07/2014
511986,PASSAGEM FUNDA AGROPEC SA,47.067.491/0001-51,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
500410,PASSIRA AGROPEC SA,11.219.235/0001-95,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/09/2008
501336,PASSONORTE SA,16.923.047/0001-67,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
15911,PATÍ DO ALFERES PARTICIPAÇÕES S.A.,01.258.947/0001-60,CIAS ABERTAS,Cancelado em 17/01/2002
22748,PATMOS PARTICIPAÇÕES S/A,12.668.780/0001-21,CIAS ABERTAS,Cancelado em 31/12/2013
18236,PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,02.736.470/0001-43,CIAS ABERTAS,Concedido em 04/05/1999
17744,PÁTRIA INVESTIMENTOS IMOBILIÁRIOS S.A.,02.533.576/0001-40,CIAS ABERTAS,Cancelado em 22/02/2008
500844,PAU D'ARCO AGROPEC SA,08.055.329/0001-61,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 04/12/1998
501263,PAUDALHO AGROPEC SA,09.461.567/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/05/2004
518670,PAULISTA PRAIA HOTEL S/A,00.338.915/0001-01,CIAS INCENTIVADAS REGISTRADAS,Concedido em 01/10/2007
13773,PBG S/A,83.475.913/0001-91,CIAS ABERTAS,Concedido em 04/01/1991
21644,PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL,09.538.973/0001-53,CIAS ABERTAS,Concedido em 03/10/2008
20478,PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL,02.950.811/0001-89,CIAS ABERTAS,Concedido em 23/01/2007
501255,PE DO MORRO AGROPEC SA,20.086.757/0001-57,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 20/06/1995
17906,PEARSON SISTEMAS DO BRASIL S.A.,02.762.122/0001-40,CIAS ABERTAS,Cancelado em 17/03/2011
506303,PEC PASTOS VERDES SA,11.623.162/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/07/2003
505706,PEC PORTO ALEGRE SA,08.893.448/0001-93,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 11/11/1996
500887,PEC RIO LARGO SA,08.156.226/0001-98,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/09/2004
505404,PEC STA LUZIA SA,09.902.347/0001-02,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
512001,PECAGRI-PEC INDL E AGRIC MA SA,10.370.906/0001-51,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/07/2004
507130,PECASA PEDRA COMP AGROPEC SA,11.636.222/0001-11,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/02/1994
508829,PECOL INDL SA,12.330.585/0001-97,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
511676,PEDARA AGROPEC IND E COM SA,05.778.436/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520748,PEDARA AGROPEC IND E COM SA,05.778.436/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 09/04/2018
500054,PEDRA DO REINO AGROPEC SA,11.692.704/0001-99,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 29/12/1999
516880,PEDRA GRANDE AGROINDL SA,69.937.381/0001-36,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
507148,PEDRAS SAO JOAO AGROPEC SA,18.851.584/0001-74,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
517976,PEDRO RIBEIRO IND DE FIBRAS SA,08.816.555/0001-18,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
12092,PEIXE SA,10.782.175/0001-51,CIAS ABERTAS,Cancelado em 14/03/2001
505420,PEMAGRO PART EMPR IM AG IND SA,08.802.910/0001-08,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/11/2005
505641,PEMALEX SA IND E COM,07.945.652/0001-48,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/03/2003
512990,PENA BRANCA DO MARANHAO SA,06.419.352/0001-62,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
515620,PENHASCO PARK HOTEL SA.,39.316.096/0001-37,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
9431,PERDIGAO AGROINDUSTRIAL SA,89.421.903/0001-50,CIAS ABERTAS,Cancelado em 23/11/1995
9440,PERDIGAO AGROINDUSTRIAL SA,82.829.730/0001-64,CIAS ABERTAS,Cancelado em 18/12/1995
9466,PERDIGAO AGROINDUSTRIAL SA,86.547.619/0001-36,CIAS ABERTAS,Cancelado em 12/09/1997
9458,PERDIGAO COUROS SA,84.583.616/0001-22,CIAS ABERTAS,Cancelado em 05/08/1985
24074,PERDIZES - SECURITIZADORA DE RECEBÍVEIS COMERCIAIS S.A.,13.878.847/0001-15,CIAS ABERTAS,Cancelado em 08/10/2018
22527,PERENCO PETRÓLEO E GÁS DO BRASIL PARTICIPAÇÕES S/A,12.592.795/0001-53,CIAS ABERTAS,Cancelado em 20/10/2011
518239,PERFILADOS RIO DOCE S/A,03.461.082/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/10/2017
516708,PERFLEX IND E COM DE BORRAC SA,24.402.455/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520802,PERFLEX IND E COM DE BORRAC SA,24.402.455/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 06/08/2018
9474,PERFUMARIAS PHEBO SA,04.911.095/0001-56,CIAS ABERTAS,Cancelado em 20/07/1990
17515,PERNAMBUCO PARTIC  INVEST. SA,02.534.914/0001-68,CIAS ABERTAS,Cancelado em 09/06/1999
9482,PERSIANAS COLUMBIA SA,61.403.960/0001-97,CIAS ABERTAS,Cancelado em 14/09/1992
9490,PERSICO PIZZAMIGLIO SA,61.091.013/0001-08,CIAS ABERTAS,Cancelado em 04/01/2010
501913,PESCA ALTO MAR SA,10.784.221/0001-51,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
518662,PESCAL SA,94.846.599/0001-22,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 31/01/2008
507601,PESCANAVE SA PESCA E EXP,09.470.014/0001-43,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
9504,PESCANOVA SA COM IND,61.999.314/0001-34,CIAS ABERTAS,Cancelado em 18/06/1986
507563,PETERCO NE PRODS ELETRICOS SA,62.845.789/0001-39,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 31/08/1992
22187,PETRO RIO S.A.,10.629.105/0001-68,CIAS ABERTAS,Concedido em 21/10/2010
14249,PETROBRAS DISTRIBUIDORA SA,34.274.233/0001-02,CIAS ABERTAS,Cancelado em 05/02/2003
24295,PETROBRAS DISTRIBUIDORA SA,34.274.233/0001-02,CIAS ABERTAS,Concedido em 12/12/2017
13595,PETROBRAS QUÍMICA S.A.- PETROQUISA,33.795.055/0001-94,CIAS ABERTAS,Cancelado em 08/11/2006
13994,PETROFLEX INDÚSTRIA E COMÉRCIO S.A.,29.667.227/0001-77,CIAS ABERTAS,Cancelado em 31/10/2008
9512,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,33.000.167/0001-01,CIAS ABERTAS,Concedido em 20/07/1977
9520,PETROLEO LUB DO NORDESTE SA,07.275.159/0001-68,CIAS ABERTAS,Concedido em 24/10/1975
18090,PETROPAR EMBALAGENS SA,74.043.993/0001-15,CIAS ABERTAS,Cancelado em 17/04/2001
14494,PETROQUIMICA UNIAO SA,61.632.964/0001-47,CIAS ABERTAS,Cancelado em 16/12/2008
9539,PETTENATI SA IND TEXTIL,88.613.658/0001-10,CIAS ABERTAS,Concedido em 04/02/1981
9555,PEVE PREDIOS SA,50.280.429/0001-58,CIAS ABERTAS,Cancelado em 30/01/2003
19038,PEVÊ-FINASA PARTICIPAÇÕES E PRÉDIOS S.A.,04.364.656/0001-44,CIAS ABERTAS,Cancelado em 30/01/2003
516635,PHARMUS - QUIM E FARMACEUT SA,12.863.205/0001-80,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
511552,PHIDIAS AGROPEC SA,42.508.358/0001-70,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 09/03/1993
9563,PHILIP MORRIS BRASILEIRA SA,43.834.795/0001-46,CIAS ABERTAS,Cancelado em 09/10/1986
